"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Month"	"Month Code"	Births
	"Montana"	"30"	"2004"	"2004"	"April"	"4"	987
	"Montana"	"30"	"2004"	"2004"	"May"	"5"	1032
	"Montana"	"30"	"2004"	"2004"	"June"	"6"	1017
	"Montana"	"30"	"2004"	"2004"	"July"	"7"	1076
	"Montana"	"30"	"2004"	"2004"	"August"	"8"	961
	"Montana"	"30"	"2004"	"2004"	"September"	"9"	1026
	"Montana"	"30"	"2004"	"2004"	"October"	"10"	961
	"Montana"	"30"	"2004"	"2004"	"November"	"11"	916
	"Montana"	"30"	"2004"	"2004"	"December"	"12"	891
	"Montana"	"30"	"2005"	"2005"	"January"	"1"	895
	"Montana"	"30"	"2005"	"2005"	"February"	"2"	821
	"Montana"	"30"	"2005"	"2005"	"March"	"3"	971
	"Montana"	"30"	"2005"	"2005"	"April"	"4"	991
	"Montana"	"30"	"2005"	"2005"	"May"	"5"	1039
	"Montana"	"30"	"2005"	"2005"	"June"	"6"	1035
	"Montana"	"30"	"2005"	"2005"	"July"	"7"	1068
	"Montana"	"30"	"2005"	"2005"	"August"	"8"	1023
	"Montana"	"30"	"2005"	"2005"	"September"	"9"	1024
	"Montana"	"30"	"2005"	"2005"	"October"	"10"	919
	"Montana"	"30"	"2005"	"2005"	"November"	"11"	905
	"Montana"	"30"	"2005"	"2005"	"December"	"12"	892
	"Montana"	"30"	"2006"	"2006"	"January"	"1"	943
	"Montana"	"30"	"2006"	"2006"	"February"	"2"	874
	"Montana"	"30"	"2006"	"2006"	"March"	"3"	1082
	"Montana"	"30"	"2006"	"2006"	"April"	"4"	978
	"Montana"	"30"	"2006"	"2006"	"May"	"5"	1153
	"Montana"	"30"	"2006"	"2006"	"June"	"6"	1142
	"Montana"	"30"	"2006"	"2006"	"July"	"7"	1106
	"Montana"	"30"	"2006"	"2006"	"August"	"8"	1160
	"Montana"	"30"	"2006"	"2006"	"September"	"9"	1050
	"Montana"	"30"	"2006"	"2006"	"October"	"10"	1016
	"Montana"	"30"	"2006"	"2006"	"November"	"11"	998
	"Montana"	"30"	"2006"	"2006"	"December"	"12"	1006
	"Nebraska"	"31"	"2003"	"2003"	"January"	"1"	2017
	"Nebraska"	"31"	"2003"	"2003"	"February"	"2"	1883
	"Nebraska"	"31"	"2003"	"2003"	"March"	"3"	2156
	"Nebraska"	"31"	"2003"	"2003"	"April"	"4"	2155
	"Nebraska"	"31"	"2003"	"2003"	"May"	"5"	2248
	"Nebraska"	"31"	"2003"	"2003"	"June"	"6"	2126
	"Nebraska"	"31"	"2003"	"2003"	"July"	"7"	2375
	"Nebraska"	"31"	"2003"	"2003"	"August"	"8"	2222
	"Nebraska"	"31"	"2003"	"2003"	"September"	"9"	2267
	"Nebraska"	"31"	"2003"	"2003"	"October"	"10"	2285
	"Nebraska"	"31"	"2003"	"2003"	"November"	"11"	2050
	"Nebraska"	"31"	"2003"	"2003"	"December"	"12"	2133
	"Nebraska"	"31"	"2004"	"2004"	"January"	"1"	2111
	"Nebraska"	"31"	"2004"	"2004"	"February"	"2"	2044
	"Nebraska"	"31"	"2004"	"2004"	"March"	"3"	2306
	"Nebraska"	"31"	"2004"	"2004"	"April"	"4"	2146
	"Nebraska"	"31"	"2004"	"2004"	"May"	"5"	2207
	"Nebraska"	"31"	"2004"	"2004"	"June"	"6"	2192
	"Nebraska"	"31"	"2004"	"2004"	"July"	"7"	2371
	"Nebraska"	"31"	"2004"	"2004"	"August"	"8"	2167
	"Nebraska"	"31"	"2004"	"2004"	"September"	"9"	2239
	"Nebraska"	"31"	"2004"	"2004"	"October"	"10"	2240
	"Nebraska"	"31"	"2004"	"2004"	"November"	"11"	2142
	"Nebraska"	"31"	"2004"	"2004"	"December"	"12"	2167
	"Nebraska"	"31"	"2005"	"2005"	"January"	"1"	1999
	"Nebraska"	"31"	"2005"	"2005"	"February"	"2"	1989
	"Nebraska"	"31"	"2005"	"2005"	"March"	"3"	2254
	"Nebraska"	"31"	"2005"	"2005"	"April"	"4"	2163
	"Nebraska"	"31"	"2005"	"2005"	"May"	"5"	2242
	"Nebraska"	"31"	"2005"	"2005"	"June"	"6"	2271
	"Nebraska"	"31"	"2005"	"2005"	"July"	"7"	2191
	"Nebraska"	"31"	"2005"	"2005"	"August"	"8"	2330
	"Nebraska"	"31"	"2005"	"2005"	"September"	"9"	2282
	"Nebraska"	"31"	"2005"	"2005"	"October"	"10"	2175
	"Nebraska"	"31"	"2005"	"2005"	"November"	"11"	2100
	"Nebraska"	"31"	"2005"	"2005"	"December"	"12"	2149
	"Nebraska"	"31"	"2006"	"2006"	"January"	"1"	2092
	"Nebraska"	"31"	"2006"	"2006"	"February"	"2"	1981
	"Nebraska"	"31"	"2006"	"2006"	"March"	"3"	2254
	"Nebraska"	"31"	"2006"	"2006"	"April"	"4"	2112
	"Nebraska"	"31"	"2006"	"2006"	"May"	"5"	2251
	"Nebraska"	"31"	"2006"	"2006"	"June"	"6"	2322
	"Nebraska"	"31"	"2006"	"2006"	"July"	"7"	2283
	"Nebraska"	"31"	"2006"	"2006"	"August"	"8"	2390
	"Nebraska"	"31"	"2006"	"2006"	"September"	"9"	2344
	"Nebraska"	"31"	"2006"	"2006"	"October"	"10"	2248
	"Nebraska"	"31"	"2006"	"2006"	"November"	"11"	2202
	"Nebraska"	"31"	"2006"	"2006"	"December"	"12"	2248
	"Nevada"	"32"	"2003"	"2003"	"January"	"1"	2621
	"Nevada"	"32"	"2003"	"2003"	"February"	"2"	2487
	"Nevada"	"32"	"2003"	"2003"	"March"	"3"	2696
	"Nevada"	"32"	"2003"	"2003"	"April"	"4"	2699
	"Nevada"	"32"	"2003"	"2003"	"May"	"5"	2945
	"Nevada"	"32"	"2003"	"2003"	"June"	"6"	2750
	"Nevada"	"32"	"2003"	"2003"	"July"	"7"	2970
	"Nevada"	"32"	"2003"	"2003"	"August"	"8"	3020
	"Nevada"	"32"	"2003"	"2003"	"September"	"9"	2983
	"Nevada"	"32"	"2003"	"2003"	"October"	"10"	2912
	"Nevada"	"32"	"2003"	"2003"	"November"	"11"	2706
	"Nevada"	"32"	"2003"	"2003"	"December"	"12"	2858
	"Nevada"	"32"	"2004"	"2004"	"January"	"1"	2827
	"Nevada"	"32"	"2004"	"2004"	"February"	"2"	2723
	"Nevada"	"32"	"2004"	"2004"	"March"	"3"	2937
	"Nevada"	"32"	"2004"	"2004"	"April"	"4"	2780
	"Nevada"	"32"	"2004"	"2004"	"May"	"5"	2722
	"Nevada"	"32"	"2004"	"2004"	"June"	"6"	2970
	"Nevada"	"32"	"2004"	"2004"	"July"	"7"	3013
	"Nevada"	"32"	"2004"	"2004"	"August"	"8"	3038
	"Nevada"	"32"	"2004"	"2004"	"September"	"9"	3105
	"Nevada"	"32"	"2004"	"2004"	"October"	"10"	3109
	"Nevada"	"32"	"2004"	"2004"	"November"	"11"	2966
	"Nevada"	"32"	"2004"	"2004"	"December"	"12"	3010
	"Nevada"	"32"	"2005"	"2005"	"January"	"1"	2975
	"Nevada"	"32"	"2005"	"2005"	"February"	"2"	2660
	"Nevada"	"32"	"2005"	"2005"	"March"	"3"	3071
	"Nevada"	"32"	"2005"	"2005"	"April"	"4"	2915
	"Nevada"	"32"	"2005"	"2005"	"May"	"5"	3068
	"Nevada"	"32"	"2005"	"2005"	"June"	"6"	3175
	"Nevada"	"32"	"2005"	"2005"	"July"	"7"	3209
	"Nevada"	"32"	"2005"	"2005"	"August"	"8"	3501
	"Nevada"	"32"	"2005"	"2005"	"September"	"9"	3305
	"Nevada"	"32"	"2005"	"2005"	"October"	"10"	3134
	"Nevada"	"32"	"2005"	"2005"	"November"	"11"	3014
	"Nevada"	"32"	"2005"	"2005"	"December"	"12"	3241
	"Nevada"	"32"	"2006"	"2006"	"January"	"1"	3171
	"Nevada"	"32"	"2006"	"2006"	"February"	"2"	2967
	"Nevada"	"32"	"2006"	"2006"	"March"	"3"	3276
	"Nevada"	"32"	"2006"	"2006"	"April"	"4"	3101
	"Nevada"	"32"	"2006"	"2006"	"May"	"5"	3347
	"Nevada"	"32"	"2006"	"2006"	"June"	"6"	3383
	"Nevada"	"32"	"2006"	"2006"	"July"	"7"	3450
	"Nevada"	"32"	"2006"	"2006"	"August"	"8"	3714
	"Nevada"	"32"	"2006"	"2006"	"September"	"9"	3458
	"Nevada"	"32"	"2006"	"2006"	"October"	"10"	3476
	"Nevada"	"32"	"2006"	"2006"	"November"	"11"	3335
	"Nevada"	"32"	"2006"	"2006"	"December"	"12"	3349
	"New Hampshire"	"33"	"2003"	"2003"	"January"	"1"	1120
	"New Hampshire"	"33"	"2003"	"2003"	"February"	"2"	1081
	"New Hampshire"	"33"	"2003"	"2003"	"March"	"3"	1275
	"New Hampshire"	"33"	"2003"	"2003"	"April"	"4"	1213
	"New Hampshire"	"33"	"2003"	"2003"	"May"	"5"	1332
	"New Hampshire"	"33"	"2003"	"2003"	"June"	"6"	1197
	"New Hampshire"	"33"	"2003"	"2003"	"July"	"7"	1284
	"New Hampshire"	"33"	"2003"	"2003"	"August"	"8"	1255
	"New Hampshire"	"33"	"2003"	"2003"	"September"	"9"	1222
	"New Hampshire"	"33"	"2003"	"2003"	"October"	"10"	1185
	"New Hampshire"	"33"	"2003"	"2003"	"November"	"11"	1053
	"New Hampshire"	"33"	"2003"	"2003"	"December"	"12"	1176
	"New Hampshire"	"33"	"2004"	"2004"	"January"	"1"	1158
	"New Hampshire"	"33"	"2004"	"2004"	"February"	"2"	1160
	"New Hampshire"	"33"	"2004"	"2004"	"March"	"3"	1290
	"New Hampshire"	"33"	"2004"	"2004"	"April"	"4"	1278
	"New Hampshire"	"33"	"2004"	"2004"	"May"	"5"	1324
	"New Hampshire"	"33"	"2004"	"2004"	"June"	"6"	1284
	"New Hampshire"	"33"	"2004"	"2004"	"July"	"7"	1272
	"New Hampshire"	"33"	"2004"	"2004"	"August"	"8"	1228
	"New Hampshire"	"33"	"2004"	"2004"	"September"	"9"	1134
	"New Hampshire"	"33"	"2004"	"2004"	"October"	"10"	1240
	"New Hampshire"	"33"	"2004"	"2004"	"November"	"11"	1062
	"New Hampshire"	"33"	"2004"	"2004"	"December"	"12"	1135
	"New Hampshire"	"33"	"2005"	"2005"	"January"	"1"	1113
	"New Hampshire"	"33"	"2005"	"2005"	"February"	"2"	1089
	"New Hampshire"	"33"	"2005"	"2005"	"March"	"3"	1247
	"New Hampshire"	"33"	"2005"	"2005"	"April"	"4"	1168
	"New Hampshire"	"33"	"2005"	"2005"	"May"	"5"	1275
	"New Hampshire"	"33"	"2005"	"2005"	"June"	"6"	1327
	"New Hampshire"	"33"	"2005"	"2005"	"July"	"7"	1283
	"New Hampshire"	"33"	"2005"	"2005"	"August"	"8"	1268
	"New Hampshire"	"33"	"2005"	"2005"	"September"	"9"	1207
	"New Hampshire"	"33"	"2005"	"2005"	"October"	"10"	1185
	"New Hampshire"	"33"	"2005"	"2005"	"November"	"11"	1094
	"New Hampshire"	"33"	"2005"	"2005"	"December"	"12"	1164
	"New Hampshire"	"33"	"2006"	"2006"	"January"	"1"	1124
	"New Hampshire"	"33"	"2006"	"2006"	"February"	"2"	1090
	"New Hampshire"	"33"	"2006"	"2006"	"March"	"3"	1200
	"New Hampshire"	"33"	"2006"	"2006"	"April"	"4"	1142
	"New Hampshire"	"33"	"2006"	"2006"	"May"	"5"	1237
	"New Hampshire"	"33"	"2006"	"2006"	"June"	"6"	1236
	"New Hampshire"	"33"	"2006"	"2006"	"July"	"7"	1323
	"New Hampshire"	"33"	"2006"	"2006"	"August"	"8"	1315
	"New Hampshire"	"33"	"2006"	"2006"	"September"	"9"	1290
	"New Hampshire"	"33"	"2006"	"2006"	"October"	"10"	1201
	"New Hampshire"	"33"	"2006"	"2006"	"November"	"11"	1104
	"New Hampshire"	"33"	"2006"	"2006"	"December"	"12"	1116
	"New Jersey"	"34"	"2003"	"2003"	"January"	"1"	9519
	"New Jersey"	"34"	"2003"	"2003"	"February"	"2"	8619
	"New Jersey"	"34"	"2003"	"2003"	"March"	"3"	9528
	"New Jersey"	"34"	"2003"	"2003"	"April"	"4"	9516
	"New Jersey"	"34"	"2003"	"2003"	"May"	"5"	10070
	"New Jersey"	"34"	"2003"	"2003"	"June"	"6"	9898
	"New Jersey"	"34"	"2003"	"2003"	"July"	"7"	10520
	"New Jersey"	"34"	"2003"	"2003"	"August"	"8"	10183
	"New Jersey"	"34"	"2003"	"2003"	"September"	"9"	10217
	"New Jersey"	"34"	"2003"	"2003"	"October"	"10"	10043
	"New Jersey"	"34"	"2003"	"2003"	"November"	"11"	8987
	"New Jersey"	"34"	"2003"	"2003"	"December"	"12"	9883
	"New Jersey"	"34"	"2004"	"2004"	"January"	"1"	9311
	"New Jersey"	"34"	"2004"	"2004"	"February"	"2"	8807
	"New Jersey"	"34"	"2004"	"2004"	"March"	"3"	9755
	"New Jersey"	"34"	"2004"	"2004"	"April"	"4"	9519
	"New Jersey"	"34"	"2004"	"2004"	"May"	"5"	9846
	"New Jersey"	"34"	"2004"	"2004"	"June"	"6"	9731
	"New Jersey"	"34"	"2004"	"2004"	"July"	"7"	10264
	"New Jersey"	"34"	"2004"	"2004"	"August"	"8"	10088
	"New Jersey"	"34"	"2004"	"2004"	"September"	"9"	9840
	"New Jersey"	"34"	"2004"	"2004"	"October"	"10"	9548
	"New Jersey"	"34"	"2004"	"2004"	"November"	"11"	9150
	"New Jersey"	"34"	"2004"	"2004"	"December"	"12"	9394
	"New Jersey"	"34"	"2005"	"2005"	"January"	"1"	9010
	"New Jersey"	"34"	"2005"	"2005"	"February"	"2"	8402
	"New Jersey"	"34"	"2005"	"2005"	"March"	"3"	9741
	"New Jersey"	"34"	"2005"	"2005"	"April"	"4"	9380
	"New Jersey"	"34"	"2005"	"2005"	"May"	"5"	9749
	"New Jersey"	"34"	"2005"	"2005"	"June"	"6"	9796
	"New Jersey"	"34"	"2005"	"2005"	"July"	"7"	9889
	"New Jersey"	"34"	"2005"	"2005"	"August"	"8"	10209
	"New Jersey"	"34"	"2005"	"2005"	"September"	"9"	9807
	"New Jersey"	"34"	"2005"	"2005"	"October"	"10"	9273
	"New Jersey"	"34"	"2005"	"2005"	"November"	"11"	9122
	"New Jersey"	"34"	"2005"	"2005"	"December"	"12"	9398
	"New Jersey"	"34"	"2006"	"2006"	"January"	"1"	9292
	"New Jersey"	"34"	"2006"	"2006"	"February"	"2"	8684
	"New Jersey"	"34"	"2006"	"2006"	"March"	"3"	9616
	"New Jersey"	"34"	"2006"	"2006"	"April"	"4"	9122
	"New Jersey"	"34"	"2006"	"2006"	"May"	"5"	9829
	"New Jersey"	"34"	"2006"	"2006"	"June"	"6"	9674
	"New Jersey"	"34"	"2006"	"2006"	"July"	"7"	9972
	"New Jersey"	"34"	"2006"	"2006"	"August"	"8"	10513
	"New Jersey"	"34"	"2006"	"2006"	"September"	"9"	10027
	"New Jersey"	"34"	"2006"	"2006"	"October"	"10"	9698
	"New Jersey"	"34"	"2006"	"2006"	"November"	"11"	9223
	"New Jersey"	"34"	"2006"	"2006"	"December"	"12"	9370
	"New Mexico"	"35"	"2003"	"2003"	"January"	"1"	2246
	"New Mexico"	"35"	"2003"	"2003"	"February"	"2"	2114
	"New Mexico"	"35"	"2003"	"2003"	"March"	"3"	2209
	"New Mexico"	"35"	"2003"	"2003"	"April"	"4"	2241
	"New Mexico"	"35"	"2003"	"2003"	"May"	"5"	2348
	"New Mexico"	"35"	"2003"	"2003"	"June"	"6"	2336
	"New Mexico"	"35"	"2003"	"2003"	"July"	"7"	2572
	"New Mexico"	"35"	"2003"	"2003"	"August"	"8"	2428
	"New Mexico"	"35"	"2003"	"2003"	"September"	"9"	2404
	"New Mexico"	"35"	"2003"	"2003"	"October"	"10"	2358
	"New Mexico"	"35"	"2003"	"2003"	"November"	"11"	2210
	"New Mexico"	"35"	"2003"	"2003"	"December"	"12"	2355
	"New Mexico"	"35"	"2004"	"2004"	"January"	"1"	2286
	"New Mexico"	"35"	"2004"	"2004"	"February"	"2"	2145
	"New Mexico"	"35"	"2004"	"2004"	"March"	"3"	2303
	"New Mexico"	"35"	"2004"	"2004"	"April"	"4"	2304
	"New Mexico"	"35"	"2004"	"2004"	"May"	"5"	2297
	"New Mexico"	"35"	"2004"	"2004"	"June"	"6"	2372
	"New Mexico"	"35"	"2004"	"2004"	"July"	"7"	2465
	"New Mexico"	"35"	"2004"	"2004"	"August"	"8"	2513
	"New Mexico"	"35"	"2004"	"2004"	"September"	"9"	2529
	"New Mexico"	"35"	"2004"	"2004"	"October"	"10"	2474
	"New Mexico"	"35"	"2004"	"2004"	"November"	"11"	2307
	"New Mexico"	"35"	"2004"	"2004"	"December"	"12"	2389
	"New Mexico"	"35"	"2005"	"2005"	"January"	"1"	2242
	"New Mexico"	"35"	"2005"	"2005"	"February"	"2"	2144
	"New Mexico"	"35"	"2005"	"2005"	"March"	"3"	2438
	"New Mexico"	"35"	"2005"	"2005"	"April"	"4"	2340
	"New Mexico"	"35"	"2005"	"2005"	"May"	"5"	2521
	"New Mexico"	"35"	"2005"	"2005"	"June"	"6"	2463
	"New Mexico"	"35"	"2005"	"2005"	"July"	"7"	2478
	"New Mexico"	"35"	"2005"	"2005"	"August"	"8"	2560
	"New Mexico"	"35"	"2005"	"2005"	"September"	"9"	2471
	"New Mexico"	"35"	"2005"	"2005"	"October"	"10"	2433
	"New Mexico"	"35"	"2005"	"2005"	"November"	"11"	2307
	"New Mexico"	"35"	"2005"	"2005"	"December"	"12"	2438
	"New Mexico"	"35"	"2006"	"2006"	"January"	"1"	2357
	"New Mexico"	"35"	"2006"	"2006"	"February"	"2"	2299
	"New Mexico"	"35"	"2006"	"2006"	"March"	"3"	2476
	"New Mexico"	"35"	"2006"	"2006"	"April"	"4"	2363
	"New Mexico"	"35"	"2006"	"2006"	"May"	"5"	2411
	"New Mexico"	"35"	"2006"	"2006"	"June"	"6"	2449
	"New Mexico"	"35"	"2006"	"2006"	"July"	"7"	2637
	"New Mexico"	"35"	"2006"	"2006"	"August"	"8"	2734
	"New Mexico"	"35"	"2006"	"2006"	"September"	"9"	2641
	"New Mexico"	"35"	"2006"	"2006"	"October"	"10"	2585
	"New Mexico"	"35"	"2006"	"2006"	"November"	"11"	2516
	"New Mexico"	"35"	"2006"	"2006"	"December"	"12"	2468
	"New York"	"36"	"2003"	"2003"	"January"	"1"	20618
	"New York"	"36"	"2003"	"2003"	"February"	"2"	19252
	"New York"	"36"	"2003"	"2003"	"March"	"3"	21298
	"New York"	"36"	"2003"	"2003"	"April"	"4"	20544
	"New York"	"36"	"2003"	"2003"	"May"	"5"	21615
	"New York"	"36"	"2003"	"2003"	"June"	"6"	21258
	"New York"	"36"	"2003"	"2003"	"July"	"7"	22751
	"New York"	"36"	"2003"	"2003"	"August"	"8"	22190
	"New York"	"36"	"2003"	"2003"	"September"	"9"	22008
	"New York"	"36"	"2003"	"2003"	"October"	"10"	21629
	"New York"	"36"	"2003"	"2003"	"November"	"11"	19963
	"New York"	"36"	"2003"	"2003"	"December"	"12"	20588
	"New York"	"36"	"2004"	"2004"	"January"	"1"	20307
	"New York"	"36"	"2004"	"2004"	"February"	"2"	19542
	"New York"	"36"	"2004"	"2004"	"March"	"3"	21440
	"New York"	"36"	"2004"	"2004"	"April"	"4"	20601
	"New York"	"36"	"2004"	"2004"	"May"	"5"	20994
	"New York"	"36"	"2004"	"2004"	"June"	"6"	21421
	"New York"	"36"	"2004"	"2004"	"July"	"7"	21871
	"New York"	"36"	"2004"	"2004"	"August"	"8"	21665
	"New York"	"36"	"2004"	"2004"	"September"	"9"	21088
	"New York"	"36"	"2004"	"2004"	"October"	"10"	20800
	"New York"	"36"	"2004"	"2004"	"November"	"11"	19850
	"New York"	"36"	"2004"	"2004"	"December"	"12"	20368
	"New York"	"36"	"2005"	"2005"	"January"	"1"	19948
	"New York"	"36"	"2005"	"2005"	"February"	"2"	18422
	"New York"	"36"	"2005"	"2005"	"March"	"3"	20993
	"New York"	"36"	"2005"	"2005"	"April"	"4"	20598
	"New York"	"36"	"2005"	"2005"	"May"	"5"	20877
	"New York"	"36"	"2005"	"2005"	"June"	"6"	21177
	"New York"	"36"	"2005"	"2005"	"July"	"7"	21462
	"New York"	"36"	"2005"	"2005"	"August"	"8"	21892
	"New York"	"36"	"2005"	"2005"	"September"	"9"	21036
	"New York"	"36"	"2005"	"2005"	"October"	"10"	20383
	"New York"	"36"	"2005"	"2005"	"November"	"11"	19660
	"New York"	"36"	"2005"	"2005"	"December"	"12"	19903
	"New York"	"36"	"2006"	"2006"	"January"	"1"	20057
	"New York"	"36"	"2006"	"2006"	"February"	"2"	18851
	"New York"	"36"	"2006"	"2006"	"March"	"3"	21036
	"New York"	"36"	"2006"	"2006"	"April"	"4"	19380
	"New York"	"36"	"2006"	"2006"	"May"	"5"	21074
	"New York"	"36"	"2006"	"2006"	"June"	"6"	21443
	"New York"	"36"	"2006"	"2006"	"July"	"7"	22000
	"New York"	"36"	"2006"	"2006"	"August"	"8"	22381
	"New York"	"36"	"2006"	"2006"	"September"	"9"	21714
	"New York"	"36"	"2006"	"2006"	"October"	"10"	21365
	"New York"	"36"	"2006"	"2006"	"November"	"11"	20319
	"New York"	"36"	"2006"	"2006"	"December"	"12"	20484
	"North Carolina"	"37"	"2003"	"2003"	"January"	"1"	9526
	"North Carolina"	"37"	"2003"	"2003"	"February"	"2"	8946
	"North Carolina"	"37"	"2003"	"2003"	"March"	"3"	9748
	"North Carolina"	"37"	"2003"	"2003"	"April"	"4"	9508
	"North Carolina"	"37"	"2003"	"2003"	"May"	"5"	9853
	"North Carolina"	"37"	"2003"	"2003"	"June"	"6"	9791
	"North Carolina"	"37"	"2003"	"2003"	"July"	"7"	10366
	"North Carolina"	"37"	"2003"	"2003"	"August"	"8"	10355
	"North Carolina"	"37"	"2003"	"2003"	"September"	"9"	10612
	"North Carolina"	"37"	"2003"	"2003"	"October"	"10"	10404
	"North Carolina"	"37"	"2003"	"2003"	"November"	"11"	9449
	"North Carolina"	"37"	"2003"	"2003"	"December"	"12"	9765
	"North Carolina"	"37"	"2004"	"2004"	"January"	"1"	9644
	"North Carolina"	"37"	"2004"	"2004"	"February"	"2"	9269
	"North Carolina"	"37"	"2004"	"2004"	"March"	"3"	9915
	"North Carolina"	"37"	"2004"	"2004"	"April"	"4"	9624
	"North Carolina"	"37"	"2004"	"2004"	"May"	"5"	9663
	"North Carolina"	"37"	"2004"	"2004"	"June"	"6"	9867
	"North Carolina"	"37"	"2004"	"2004"	"July"	"7"	10522
	"North Carolina"	"37"	"2004"	"2004"	"August"	"8"	10408
	"North Carolina"	"37"	"2004"	"2004"	"September"	"9"	10472
	"North Carolina"	"37"	"2004"	"2004"	"October"	"10"	10253
	"North Carolina"	"37"	"2004"	"2004"	"November"	"11"	10070
	"North Carolina"	"37"	"2004"	"2004"	"December"	"12"	10140
	"North Carolina"	"37"	"2005"	"2005"	"January"	"1"	10031
	"North Carolina"	"37"	"2005"	"2005"	"February"	"2"	9187
	"North Carolina"	"37"	"2005"	"2005"	"March"	"3"	10248
	"North Carolina"	"37"	"2005"	"2005"	"April"	"4"	9747
	"North Carolina"	"37"	"2005"	"2005"	"May"	"5"	10030
	"North Carolina"	"37"	"2005"	"2005"	"June"	"6"	10361
	"North Carolina"	"37"	"2005"	"2005"	"July"	"7"	10677
	"North Carolina"	"37"	"2005"	"2005"	"August"	"8"	10912
	"North Carolina"	"37"	"2005"	"2005"	"September"	"9"	10996
	"North Carolina"	"37"	"2005"	"2005"	"October"	"10"	10282
	"North Carolina"	"37"	"2005"	"2005"	"November"	"11"	10126
	"North Carolina"	"37"	"2005"	"2005"	"December"	"12"	10499
	"North Carolina"	"37"	"2006"	"2006"	"January"	"1"	10309
	"North Carolina"	"37"	"2006"	"2006"	"February"	"2"	9621
	"North Carolina"	"37"	"2006"	"2006"	"March"	"3"	10478
	"North Carolina"	"37"	"2006"	"2006"	"April"	"4"	9704
	"North Carolina"	"37"	"2006"	"2006"	"May"	"5"	10431
	"North Carolina"	"37"	"2006"	"2006"	"June"	"6"	10598
	"North Carolina"	"37"	"2006"	"2006"	"July"	"7"	10864
	"North Carolina"	"37"	"2006"	"2006"	"August"	"8"	11698
	"North Carolina"	"37"	"2006"	"2006"	"September"	"9"	11666
	"North Carolina"	"37"	"2006"	"2006"	"October"	"10"	11014
	"North Carolina"	"37"	"2006"	"2006"	"November"	"11"	10521
	"North Carolina"	"37"	"2006"	"2006"	"December"	"12"	10955
	"North Dakota"	"38"	"2003"	"2003"	"January"	"1"	629
	"North Dakota"	"38"	"2003"	"2003"	"February"	"2"	612
	"North Dakota"	"38"	"2003"	"2003"	"March"	"3"	664
	"North Dakota"	"38"	"2003"	"2003"	"April"	"4"	643
	"North Dakota"	"38"	"2003"	"2003"	"May"	"5"	696
	"North Dakota"	"38"	"2003"	"2003"	"June"	"6"	686
	"North Dakota"	"38"	"2003"	"2003"	"July"	"7"	713
	"North Dakota"	"38"	"2003"	"2003"	"August"	"8"	704
	"North Dakota"	"38"	"2003"	"2003"	"September"	"9"	661
	"North Dakota"	"38"	"2003"	"2003"	"October"	"10"	681
	"North Dakota"	"38"	"2003"	"2003"	"November"	"11"	629
	"North Dakota"	"38"	"2003"	"2003"	"December"	"12"	654
	"North Dakota"	"38"	"2004"	"2004"	"January"	"1"	608
	"North Dakota"	"38"	"2004"	"2004"	"February"	"2"	656
	"North Dakota"	"38"	"2004"	"2004"	"March"	"3"	704
	"North Dakota"	"38"	"2004"	"2004"	"April"	"4"	643
	"North Dakota"	"38"	"2004"	"2004"	"May"	"5"	705
	"North Dakota"	"38"	"2004"	"2004"	"June"	"6"	719
	"North Dakota"	"38"	"2004"	"2004"	"July"	"7"	724
	"North Dakota"	"38"	"2004"	"2004"	"August"	"8"	715
	"North Dakota"	"38"	"2004"	"2004"	"September"	"9"	707
	"North Dakota"	"38"	"2004"	"2004"	"October"	"10"	722
	"North Dakota"	"38"	"2004"	"2004"	"November"	"11"	634
	"North Dakota"	"38"	"2004"	"2004"	"December"	"12"	652
	"North Dakota"	"38"	"2005"	"2005"	"January"	"1"	678
	"North Dakota"	"38"	"2005"	"2005"	"February"	"2"	590
	"North Dakota"	"38"	"2005"	"2005"	"March"	"3"	695
	"North Dakota"	"38"	"2005"	"2005"	"April"	"4"	675
	"North Dakota"	"38"	"2005"	"2005"	"May"	"5"	724
	"North Dakota"	"38"	"2005"	"2005"	"June"	"6"	741
	"North Dakota"	"38"	"2005"	"2005"	"July"	"7"	741
	"North Dakota"	"38"	"2005"	"2005"	"August"	"8"	702
	"North Dakota"	"38"	"2005"	"2005"	"September"	"9"	709
	"North Dakota"	"38"	"2005"	"2005"	"October"	"10"	717
	"North Dakota"	"38"	"2005"	"2005"	"November"	"11"	708
	"North Dakota"	"38"	"2005"	"2005"	"December"	"12"	710
	"North Dakota"	"38"	"2006"	"2006"	"January"	"1"	688
	"North Dakota"	"38"	"2006"	"2006"	"February"	"2"	651
	"North Dakota"	"38"	"2006"	"2006"	"March"	"3"	761
	"North Dakota"	"38"	"2006"	"2006"	"April"	"4"	731
	"North Dakota"	"38"	"2006"	"2006"	"May"	"5"	750
	"North Dakota"	"38"	"2006"	"2006"	"June"	"6"	755
	"North Dakota"	"38"	"2006"	"2006"	"July"	"7"	763
	"North Dakota"	"38"	"2006"	"2006"	"August"	"8"	782
	"North Dakota"	"38"	"2006"	"2006"	"September"	"9"	694
	"North Dakota"	"38"	"2006"	"2006"	"October"	"10"	689
	"North Dakota"	"38"	"2006"	"2006"	"November"	"11"	687
	"North Dakota"	"38"	"2006"	"2006"	"December"	"12"	670
	"Ohio"	"39"	"2003"	"2003"	"January"	"1"	12043
